Date,Returns,Drawdown
2024-12-19,0.813,-0.05
2024-12-19,0.8133,-0.05
2024-12-19,0.813,-0.05
2024-12-19,0.812,-0.05
2024-12-19,0.8125,-0.05
2024-12-19,0.8128,-0.05
2024-12-20,0.8131,-0.05
2024-12-20,0.8134,-0.05
2024-12-20,0.8137,-0.05
2024-12-20,0.814,-0.05
2024-12-20,0.8143,-0.05
2024-12-20,0.8141,-0.05
2024-12-20,0.8144,-0.05
2024-12-20,0.8147,-0.04
2024-12-20,0.815,-0.04
2024-12-20,0.8148,-0.04
2024-12-20,0.8146,-0.04
2024-12-20,0.8144,-0.05
2024-12-20,0.8147,-0.04
2024-12-20,0.8147,-0.04
2024-12-20,0.8148,-0.04
2024-12-20,0.8141,-0.05
2024-12-23,0.8139,-0.05
2024-12-23,0.8137,-0.05
2024-12-23,0.8134,-0.05
2024-12-23,0.8132,-0.05
2024-12-23,0.813,-0.05
